date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:57	35070/35070	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/css/responsive.css	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/css/responsive.css	(from https://platform.rethasoft.com/)
15:08:57	1114/1114	---MCZ	200	added ('OK')	text/css	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/css/color.css	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/css/color.css	(from https://platform.rethasoft.com/)
15:08:57	10170/10170	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2023%20Feb%202024%2009:41:02%20GMT	https://platform.rethasoft.com/assets/img/home-control-logo.jpg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/home-control-logo.jpg	(from https://platform.rethasoft.com/)
15:08:57	64246/64246	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2014:08:55%20GMT	https://platform.rethasoft.com/diensten	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/diensten.html	(from https://platform.rethasoft.com/)
15:08:58	54689/54689	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2014:08:56%20GMT	https://platform.rethasoft.com/prijslist	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/prijslist.html	(from https://platform.rethasoft.com/)
15:08:58	71402/71402	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2014:08:56%20GMT	https://platform.rethasoft.com/keuring-aanvragen	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/keuring-aanvragen.html	(from https://platform.rethasoft.com/)
15:08:58	44684/44684	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2014:08:56%20GMT	https://platform.rethasoft.com/veel-gestelde-vragen	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/veel-gestelde-vragen.html	(from https://platform.rethasoft.com/)
15:08:58	27328/27328	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2014:08:56%20GMT	https://platform.rethasoft.com/contacteer-ons	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/contacteer-ons.html	(from https://platform.rethasoft.com/)
15:08:58	4682/4682	---MCZ	200	added ('OK')	image/png	date:Wed,%2003%20Jan%202024%2015:18:42%20GMT	https://platform.rethasoft.com/assets/img/home-control-logo.png	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/home-control-logo.png	(from https://platform.rethasoft.com/)
15:08:59	70698/70698	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2009:20:05%20GMT	https://platform.rethasoft.com/img/slider/feature-image-for-energy-efficiency-65b8bf4561dad.jpg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/img/slider/feature-image-for-energy-efficiency-65b8bf4561dad.jpg	(from https://platform.rethasoft.com/)
15:08:59	4441/4441	---MCZ	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2020:11:16%20GMT	https://platform.rethasoft.com/assets/img/icons/handshake.png	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/icons/handshake.png	(from https://platform.rethasoft.com/)
15:08:59	54799/54799	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/battery-storage-2.jpg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/battery-storage-2.jpg	(from https://platform.rethasoft.com/)
15:09:00	31164/31164	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/battery-storage-3.jpg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/battery-storage-3.jpg	(from https://platform.rethasoft.com/)
15:09:01	745/745	---MCZ	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/check-mark.png	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/check-mark.png	(from https://platform.rethasoft.com/)
15:09:01	181958/181958	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/footer.jpg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/footer.jpg	(from https://platform.rethasoft.com/)
15:09:01	89501/89501	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/js/jquery-3.6.0.min.js	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/js/jquery-3.6.0.min.js	(from https://platform.rethasoft.com/)
15:09:01	3697981/3697981	---M--	200	added ('OK')	video/mp4	date:Sat,%2024%20Feb%202024%2023:42:06%20GMT	https://platform.rethasoft.com/assets/video-waarom-voor-ons-kiezen.mp4	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/video-waarom-voor-ons-kiezen.mp4	(from https://platform.rethasoft.com/)
15:09:02	59219/59219	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/js/bootstrap.min.js	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/js/bootstrap.min.js	(from https://platform.rethasoft.com/)
15:09:02	44342/44342	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/js/owl.carousel.min.js	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/js/owl.carousel.min.js	(from https://platform.rethasoft.com/)
15:09:02	42863/42863	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/js/slick.min.js	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/js/slick.min.js	(from https://platform.rethasoft.com/)
15:09:02	68253/68253	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/js/jquery.fancybox.min.js	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/js/jquery.fancybox.min.js	(from https://platform.rethasoft.com/)
15:09:02	10817/10817	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2008%20Feb%202024%2022:01:49%20GMT	https://platform.rethasoft.com/assets/js/custom.js	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/js/custom.js	(from https://platform.rethasoft.com/)
15:09:03	17106/17106	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2017%20Feb%202024%2015:40:58%20GMT	https://platform.rethasoft.com/assets/js/cart.js?v=9	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/js/cartc164.js	(from https://platform.rethasoft.com/)
15:09:04	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Feb%202024%2014:09:03%20GMT	https://wellconcept.co/html/energix/assets/css/owl.video.play.png	C:/Mijn%20Web%20paginas/Home%20Control/wellconcept.co/html/energix/assets/css/owl.video.play.20.delayed	(from https://platform.rethasoft.com/assets/css/owl.carousel.min.css)
15:09:04	107656/107656	---M--	200	added ('OK')	font/woff2	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-brands-400.woff2	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-brands-400.woff2	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:04	186124/186124	---M--	200	added ('OK')	font/ttf	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-brands-400.ttf	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-brands-400.ttf	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:04	25236/25236	---M--	200	added ('OK')	font/woff2	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-regular-400.woff2	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-regular-400.woff2	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:05	62320/62320	---M--	200	added ('OK')	font/ttf	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-regular-400.ttf	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-regular-400.ttf	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:05	150516/150516	---M--	200	added ('OK')	font/woff2	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-solid-900.woff2	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-solid-900.woff2	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:05	397420/397420	---M--	200	added ('OK')	font/ttf	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-solid-900.ttf	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-solid-900.ttf	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:05	4568/4568	---M--	200	added ('OK')	font/woff2	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-v4compatibility.woff2	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-v4compatibility.woff2	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:06	10140/10140	---M--	200	added ('OK')	font/ttf	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/fonts/fa-v4compatibility.ttf	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/fonts/fa-v4compatibility.ttf	(from https://platform.rethasoft.com/assets/css/fontawesome.min.css)
15:09:06	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Feb%202024%2014:09:06%20GMT	https://wellconcept.co/html/energix/assets/css/ajax-loader.gif	C:/Mijn%20Web%20paginas/Home%20Control/wellconcept.co/html/energix/assets/css/ajax-loader.gif	(from https://platform.rethasoft.com/assets/css/slick-theme.css)
15:09:06	967/967	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/down-arrow.svg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/down-arrow.svg	(from https://platform.rethasoft.com/assets/css/style.css?v=1709042932)
15:09:06	826/826	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/down-arrow-clr.svg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/down-arrow-clr.svg	(from https://platform.rethasoft.com/assets/css/style.css?v=1709042932)
15:09:07	940/940	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/remove.svg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/remove.svg	(from https://platform.rethasoft.com/assets/css/style.css?v=1709042932)
15:09:07	967/967	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/down-arrow-2.svg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/down-arrow-2.svg	(from https://platform.rethasoft.com/assets/css/style.css?v=1709042932)
15:09:07	79312/79312	---MCZ	200	added ('OK')	text/css	date:Sun,%2025%20Feb%202024%2000:01:49%20GMT	https://platform.rethasoft.com/assets/css/style.css?v=1709042935	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/css/stylef430.css	(from https://platform.rethasoft.com/diensten)
15:09:08	77084/77084	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2028%20Dec%202023%2021:14:38%20GMT	https://platform.rethasoft.com/assets/img/battery-storage-1.jpg	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/img/battery-storage-1.jpg	(from https://platform.rethasoft.com/diensten)
15:09:08	79312/79312	---MCZ	200	added ('OK')	text/css	date:Sun,%2025%20Feb%202024%2000:01:49%20GMT	https://platform.rethasoft.com/assets/css/style.css?v=1709042936	C:/Mijn%20Web%20paginas/Home%20Control/platform.rethasoft.com/assets/css/style3c25.css	(from https://platform.rethasoft.com/prijslist)
